0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
-0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
-0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
-0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
0.000000 0.994959 -0.000000
